managingagency,projectid,description,citycost,noncitycost,totalcost
850,QED-1023A,"Distribution WM replacement, Onderdonk Ave, Qns",22402000,0,22402000
841,HBX180,E. 180TH ST OVER METRO NORTH RR HAR (BIN 2-24179-0),22398000,0,22398000
111,TD18VERPL,Vehicle/Equipment Replacement,22383000,0,22383000
846,P-6CWCMFT,Citwide- Comfort Stations,22262000,0,22262000
850,HWR669C,"RECONSTRUCTION OF ROMA,HETT, ETC",22258000,0,22258000
841,C5590,DRYDOCK MOLINARI FERRY BOATS,4847000,17365000,22212000
858,DOIT4311R,DoITT 311 Customer Service Management System Re-Architectur,22163000,0,22163000
111,NYPD5DATA,NYPD Data Warehouse,22100000,0,22100000
826,PS-281,PROSPECT EXPRESSWAY,22022000,0,22022000
801,P-2GPWB24,GPWB- Bayside Demolition,22000000,0,22000000
826,CRO-530,REPLACEMENT OF THE BAPTIST CHURCH ROAD BRIDGE,22000000,0,22000000
57,F175EC268,NEW FIREHOUSE - EC268,22000000,0,22000000
850,HWK100BUS,Utica Ave Bus Priority,6913000,15087000,22000000
72,C75GRVCHV,GRVC HVAC Upgrades and Related Housing Area Renovations,21978000,0,21978000
806,PLP17,PARTICIPATION LOAN PROGRAM FY17,21929000,0,21929000
806,SENIOR18,HUD Section 202 Housing - Supplemental Funding,8881000,13000000,21881000
826,MIS-DEP,COMPUTER EQUIPMENT FUNDS,21787000,0,21787000
841,DELANCEY,Delancey Street Safety Improvements,15500000,6250000,21750000
801,P-2GPWBOX,GPWB - Box Street Park,16735000,5000000,21735000
826,NC-UPGRD,UPGRADING THE NEWTOWN CREEK WPCP,21636000,0,21636000
801,P-2GPWNB,GPWB - Newtown Barge Park,16127000,5500000,21627000
826,PS-277,RECONSTRUCTION AT 108 STREET PUMPING STATION,21600000,0,21600000
850,CO290XSB1,DASNY - BRONX CRIMINAL CT COMPLEX,21489000,0,21489000
816,HL82NETRP,NETWORK SERVER REPLACEMENT - Y2K,14523000,6722000,21245000
846,P-206RHSF,Red Hook - Soccer 1 & 6,21196000,0,21196000
850,PO79-GLEN,245 GLENMORE RENOVATION,21177000,0,21177000
850,PW7722R,22 READE STREET EXTERIOR,21175000,0,21175000
841,BRX2110,BOSTON ROAD OVER BRONX RIVER BIN: 2242110,21138000,0,21138000
826,RED-NEW,"CORE WM AREA CONTRACT, S.I.",21000000,0,21000000
826,PW-101-L,CONSULTANT CONST MGNT SVCS FOR ALL BWT JOC & CAPITAL PROJEC,21000000,0,21000000
826,CRO-536,EOH Dam Facing,21000000,0,21000000
806,HAM13BRKT,"BREUKELEN HOUSES KITCHENS, WET WALLS AND PLUMBING",21000000,0,21000000
850,QEDA-002,Accelerated Distribution WM replcmnt & sewer rebhab - QNS,20961000,0,20961000
827,S1292012,DSNY Equipment Replacement in 2012,20851000,0,20851000
72,C75EXTR,"EXTERIOR RECONSTRUCTION AMKC, RNDC, GMDC, GRVC, RMSC, OBCC",20844000,0,20844000
56,PO79CWAC,CITYWIDE HVAC PROGRAM,20800000,0,20800000
826,SE-829,Storm and sanirtaty sewers in Brundwick Ave,20701000,0,20701000
72,C75RMS-AC,"RMSC A/C Power Upgrades for Bldgs 1,2,3,4,5,6 and 7",20650000,0,20650000
826,OH-95-L,REPLACE #3 ENGINE GENERATOR/SUPPORT SYS. @ OWLS HEAD WPCP,20500000,0,20500000
827,S136-433,52nd St / Brooklyn 10 Pier Rehab,20486000,0,20486000
72,C112VOUTY,DOC: VEHICLE REPLACEMENT,20441000,0,20441000
850,HWR1140A,ARTHUR KILL ROAD (PHASE I) - CLARKE AVE AND RICHMOD AVE,20310000,0,20310000
111,PO163LNWN,LAN/WAN NETWORK INFRASTRUCTURE UPGRADE,20189000,0,20189000
846,P-1ORCHMO,Orchard Beach M&O Facility,20154000,0,20154000
856,CO-HVAC,VARIOUS PUBLIC BUILDINGS - COURTS HVAC UPGRADES,20140000,0,20140000
850,REDA-002,Accelerated Distribution WM replcmnt & sewer rehab: S.I.,20091000,0,20091000
827,S136-332M,BRONX 6/6A GARAGE REHAB,20065000,0,20065000
850,P-3RANDAL,"Randall's Island Infrastructure, Roadways, Drainage, & CS",20040000,0,20040000
850,SE848,"Storm Extensions, Catch Basins, Sanitary Replacements and",20014000,0,20014000
826,GI-DOESCA,GI - DOE/SCA GREEN INFRASTRUCTURE,20003000,0,20003000
37,LNEA16PRT,PORT RICHMOND: MAJOR RENOVATION,20000000,0,20000000
56,PO79PA13,RENOVATION OF OLD POLICE ACADEMY/13TH PCT,20000000,0,20000000
37,LNEA16125,125th St: Interior and Exterior Comprehensive Renovation,20000000,0,20000000
37,LNEA16MLR,Melrose: Major Renovation,20000000,0,20000000
826,SECURITY,Security Systems Design and Installation,20000000,0,20000000
37,LNEA16HPT,HUNTS POINT: MAJOR RENOVATION,20000000,0,20000000
37,LNEA16FWT,FORT WASHINGTON: MAJOR RENOVATION,20000000,0,20000000
841,HWQ44DR,Reconstruction of 5-40 44th Drive Yard,20000000,0,20000000
111,CPSDFY11,FY11 CPSD Program,20000000,0,20000000
801,WTHAMES,West Thames Bridge,0,20000000,20000000
816,HL82PCREP,PC REPLACEMENT & NOVELL SOFTWARE,13962000,6029000,19991000
826,CRO-543,Shoreline Stabilization for Stormwater Mgmt at Shaft 18,19900000,0,19900000
850,S216-401A,EAST 91st ST MARINE TRANSFER STATION,19843000,0,19843000
827,S216-235,PIER WORK -- CITYWIDE,19814000,0,19814000
806,MULTI18,HUD Multi-family Program FY18,19796000,0,19796000
850,HEDA-002,Accelerated Distribution WM replcmnt & sewer rehab: BX,19781000,0,19781000
57,F109-TDA,TRACTOR DRAWN AERIAL APPARATUS,19747000,0,19747000
856,PW322PLA2,345 ADAMS BUILDOUT PROJECTS,19743000,0,19743000
850,HWCSCH4C2,Safe Routes to Schools - Phase 4C2,11003000,8715000,19718000
998,MTABC01,Bus Purchases,9858000,9858000,19716000
841,TFITSAMS,INTELLIGENT TRANSPORTATION SYSTEM(ITS) ON HIGHWAYS,4822000,14884000,19706000
72,C117NWKUP,Upgrade Network Infrastructure- Hardware and Software,19665000,0,19665000
126,PV291-QM2,QMA - Queen's Museum of Art Expansion Phase II,16514000,3126000,19640000
850,MEDA-002,Accelerated Distribution WM replcmnt & sewer rebhab - MAN,19637000,0,19637000
826,NEWCREEK,NEW CREEK Land Acq. in 2nd S.I. Bluebelt CBX-8352 & other,1715000,17900000,19615000
826,CONEY-ISL,SEWERS IN CONEY ISLAND AREA,19600000,0,19600000
846,P-6CPIBN3,CPI PH1- Construction of CW C/S CNYG-3215M,19593000,0,19593000
846,P-6CWROOF,"ROOFING SYSTEMS,RECONST , CITY-WIDE",19519000,0,19519000
850,HEDA-003,Accelerated Distribution WM replcmnt & sewer rehab: BX,19516000,0,19516000
850,MIBBNC05,BMPs NC-13 & 14: STORM SEWER CONSTRUCTION & WM REPL,12022000,7490000,19512000
826,JOC-13-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAS",19500000,0,19500000
841,HBX199,E153RD ST BR AT PARK AVE OVER RR,11477000,8000000,19477000
111,FISA4ADC,FISA Alternative Data Center,19466000,0,19466000
841,HBCR03B,COMPONENT REHABILITATION 03B CONSTRUCTION,19459000,0,19459000
806,HAM17FORF,ROOF REPLACEMENT AT FOREST HOUSES,19450000,0,19450000
841,HW200IFA1,In-House Pedestrian Ramp Rehabilitation - Crews,19430000,0,19430000
850,BED-794,DUMBO/Vinegar Hill Area Reconstruction & Plaza.,19424000,0,19424000
850,HWQ1187,WESTBOURNE - DUNBAR ROADWAYS & BULKHEADS,19404000,0,19404000
111,PSC1PREC,PSAC1 Reconstruction,19355000,0,19355000
841,HBX1086,WESTCHESTER AVE BR OVER HUTCH RIVER PKWY 2-075837,8234000,11117000,19351000
841,HBCR16,COMPONENT REHAB OF BRIDGES CITYWIDE (8 BRIDGES),19231000,0,19231000
801,BNYINF-ST,BNYDC Infrastructure Steam,19169000,0,19169000
850,HH112BLRR,BELLEVUE ROOF/ FACADE,19146000,0,19146000
850,PS-312MX,CITYWIDE REPAIRS & REHAB OF INTERCEPTING SEWERS - MAN & BX,19144000,0,19144000
850,CO81ELEC,31 CHAMBERS ST. - ELECTRICAL AND FA SYSTEM UPGRADE,18990000,0,18990000
841,HWD10311,111th Street Malls,18957000,0,18957000
846,NDF-CLNKY,NDF - Callahan-Kelly Park,18893000,0,18893000
841,SANDHB2U,SANDY ER BETTERMENTS FOR BATTERY PARK & WEST ST UNDERPASS,3770000,15080000,18850000
846,P-206RHBF,Red Hook - Ball field 9/Soccer 2,18836000,0,18836000
850,GKOH15-01,GI - GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 1,18817000,0,18817000
826,SEC20004U,Citywide emergency sewer reconstruction,18800000,0,18800000
72,C75QDRFW,"Inspections Replacement of Roofs,Exterior Facades,Windows",18730000,0,18730000
850,GQTI03-23,GI - GREEN INFRASTRUCTURE IN TI-003 & TI-023 EAST RIVER CSO,18714000,0,18714000
826,C538D,"MANHATTAN TUNNEL EAST, SHAFTS 24B-33B,EQUIPMENT",18705000,0,18705000
850,PW77CTCX2,2556 BAINBRIDGE AVE- CIVIL SERVICE EXAM TESTING CENTER,18675000,0,18675000
850,HWK1048G,OWL'S HEAD - BROOKLYN GREENWAY,14234000,4400000,18634000
806,GATEWAY,Gateway Estates,18556000,0,18556000
42,BX200-006,"Bronx Comm. College, Mechanical Systems & Infrastructure",18542000,0,18542000
111,PO127-4,BELL 412EP HELICOPTER,18500000,0,18500000
850,S136-383N,Brooklyn 17/18 HVAC and Roof Replacement,18401000,0,18401000
850,SE-751,CHESTER AV - IRVINGTON ST AND ARBUTUS AVE,18298000,0,18298000
826,NR-115-L,RECONSTRUCT POWER DISTRIBUTION EQUIPMENT @ NORTH RIVER WWTP,18150000,0,18150000
35,LRCM15SSB,Full Replacement of Fire Alarm System,18120000,0,18120000
856,CO304HEA2,60 CENTRE STREET- SPRINKLERS,18065000,0,18065000
850,MEDA-003,Accelerated Distribution WM replcmnt & sewer rebhab - MAN,18035000,0,18035000
826,PS-236,RECONSTRUCTION OF THROGS NECK PUMP STATION,18000000,0,18000000
72,C75OBCRFW,"OBCC Roof Replacement, Exterior Facades, Windows, Court Yar",18000000,0,18000000
826,SE-SCOPE,IFA SCOPE OF WORK FOR SEWER PROJECTS,18000000,0,18000000
850,GKOH15-03,GI - GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 3,17982000,0,17982000
819,33201301,EHC: RENOVATION OF ADULT ER,17968000,0,17968000
841,CONG2030,CONGESTED CORRIDORS/ GROWTH AREAS,17923000,0,17923000
72,C138ALARM,Replacement of Fire Alarms and Smoke Systems at Var. Fac.,17906000,0,17906000
850,LNCM10WCH,WESTCHESTER SQUARE - Replacement Branch Construction,17891000,0,17891000
819,13200572,HARLEM HOSPITAL: RELOCATE AND REBUILD HARLEM EMS STATION,17849000,0,17849000
850,HWR890,WOODROW RD,17807000,0,17807000
850,PW348-74A,FUEL TANK REPLACEMENT,17743000,0,17743000
841,ACEDOT503,"DOT Replacement of Streetlight Fixtures to LED,Manh,BX,SI",17647000,0,17647000
111,CITY7LOGR,DoITT PSAC1 Logging and Recording Refresh,17635000,0,17635000
801,SAND000,Project Management for NYC Health + Hospitals Sandy Projects,0,17503000,17503000
826,ACECOGEN,ACE NORTH RIVER WWTP COGENERATION AND ELECTRICATION,17500000,0,17500000
826,CRO-559,MAHOPAC WTP Upgrades,17500000,0,17500000
57,F109-VEH,RESPONSE VEHICLES,17410000,0,17410000
850,SER002326,Storm and Sanitary Sewers in Wardwell Ave. S.I.,17378000,0,17378000
841,HBQ1203,RECON ROOSEVELT AVE BR OVER VAN WYCK EXPWY QUEENS 2-2405,14481000,2843000,17324000
850,GKOH15-02,GI - GREEN INFRASTRUCTURE IN OH-015 GRAVESEND BAY CSO PH 2,17234000,0,17234000
826,WI-285-L,RECONSTRUCT BOILER AT WARDS ISLAND WPCP,17215000,0,17215000
826,BED-819,WM replacement in Oriental Blvd,17200000,0,17200000
850,REDA-003,Accelerated Distribution WM replcmnt & sewer rehab: S.I.,17175000,0,17175000
850,BEDA-003,Accelerated Distribution WM replcmnt & sewer rehab- BKLYN,17175000,0,17175000
850,QEDA-003,Accelerated Distribution WM replcmnt & sewer rebhab - QNS,17175000,0,17175000
826,DEL-434,DAM STABILITY IMPROVEMENTS,17000000,0,17000000
806,TPT17,HOUSING PRESERVATION PROGRAM (TPT),16998000,0,16998000
856,PW77FL25,1 CENTRE ST.- NYC MEDIA FACILITY,16975000,0,16975000
806,HAM15HMLS,HOMELESS INITIATIVE,16940000,0,16940000
801,LOWMANHUD,East River Waterfront,1740000,15187000,16927000
806,HMSAREA,HMS AREA OFFICES RENOVATION,16867000,0,16867000
801,GK26W5-04,DSGN & CONS OF ROW GI IN 26W-005,16839000,0,16839000
850,QED-1003B,WM replacement in Jamaica Ave b/t 111 St & 129 St.,16748000,0,16748000
826,STPUPG-13,FAD 13-17 WWTP Upgrade Program,16736000,0,16736000
827,S136-383A,GARAGE UTILITY REPLACEMENT,16735000,0,16735000
841,ACEDOT504,"Replacement of Park, Highway and Flood Lights with LEDs",16598000,0,16598000
846,P-2PDBRC2,Brownsville Rec Ctr RC B270-214M,16592000,0,16592000
846,P-6CWBLDG,BUILDINGS REQ CONTRACTS-CITYWIDE,16542000,0,16542000
841,HWK1669A,4th Ave Safety Improvements - Phase 2,16517000,0,16517000
827,S222-396G,NTI/SMART SYSTEM,16492000,0,16492000
826,RED-384,"TRUNK AND DISTRIBUTION WATER MAIN IN FRONT ST, SI",16397000,0,16397000
850,S136-438,QUEENS 7 GARAGE REHABILITATION,16227000,0,16227000
826,PS-284,CLEARVIEW PUMPING STATION,16200000,0,16200000
826,JOC-14-L,"JOB ORDER CONTRACTING WORK IN REGIONS NORTH, SOUTH & EAST",16200000,0,16200000
806,MPLP17,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,16131000,0,16131000
841,SANDHW27,Montgomery to 15th Street - Hurricane Sandy,3226000,12904000,16130000
826,PS-282,NEVINS STREET PUMPING STATION,16000000,0,16000000
819,MHEALTH,MENTAL HEALTH CAPACITY EXPANSION,16000000,0,16000000
846,P-6CWSTF,CITYWIDE SYNTHETIC RC,16000000,0,16000000
826,PS-324,"RECONSTRUCTION OF CANAL STREET PUMPING STATION, MANHATTAN",16000000,0,16000000
826,PS-287,ELTINGVILLE PUMPING STATION,16000000,0,16000000
801,HIGHLINE2,High Line - Section 2,0,15973000,15973000
850,QED-1025,Replacement of Water Mains in Arcade Avenue,15825000,143000,15968000
72,C117VIDE1,IP VIDEO RECORDING / CAMERA EXPANSION,15960000,0,15960000
850,BED-809,Replacement of Water Mains in Avenue S,15891000,0,15891000
850,SEQ002681,SAN & STRM SWR IN B. 72 ST B/T BAYVIEW AV & THURSBY AV,15863000,0,15863000
826,HP-ULURP,HUNTS POINT ULURP APPLICATION COMMITMENTS,15800000,0,15800000
806,MPLP20,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,15770000,0,15770000
850,SANDPRFAB,HURRICANE SANDY DAMAGE BEACHFRONT RESTORATION PROJECT,12349000,3376000,15725000
841,HBPK17K,17TH AVENUE PEDESTRIAN BRIDGE OVER BELT PARKWAY 2231300,15719000,0,15719000
850,JJ1FACREN,FACILITIES RENOVATIONS,15717000,0,15717000
850,MED-597,TRUNK WM IN EAST 31 STREET FRM 5TH AV TO 2ND AV,15692000,0,15692000
806,HAM15SLVA,SECURITY INITIATIVES - LIGHTING AT VARIOUS DEVELOPMENTS,15684000,0,15684000
841,HBPK27K,27TH AVENUE PEDESTRIAN BRIDGE OVER BELT PARKWAY,15673000,0,15673000
801,BUSHDEVSP,Bush Terminal Development Site Preparation,0,15654000,15654000
850,PW348-71A,FUEL TANK REPLACEMENT,15642000,0,15642000
40,SCA18,SCA18,15614000,0,15614000
72,C75BKDHV,"BKDC AHU, Ductwork, Cooling Rehab and Replacement",15534000,0,15534000
806,MPLP27,Multifamily Preservation Loan Program - MPLP,15506000,0,15506000
826,CAT-392,Energy Conservation Measures Improvement at Four WWTPs,15500000,0,15500000
806,NIHOP26,NEW INFILL HOMEOWNERSHIP OPPORTUNITIES PROGRAM FY26,15477000,0,15477000
850,BED-768B,WATER MAIN CONNECTIONS TO SHAFT 23B - PHASE II,15455000,0,15455000
846,SANDY4-29,FMCP Electrical Repairs,1544000,13896000,15440000
826,GI-DPRCAP,GI - FUNDING FOR DPR GREEN INFRASTRUCTURE CAPITAL PROJECTS,15400000,0,15400000
72,C75QDCHV,"QDC AHU, Ductwork, Cooling Rehab and Replacement",15376000,0,15376000
826,PS-290,CONNER STREET PUMPING STATION,15348000,0,15348000
850,SER200292,SAN & STRM SWR REPLACMT & WM WORK IN FLOYD ST,15315000,0,15315000
841,HBX1670,EAST 169TH STREET OVER METRO NORTH RR BIN: 2241670,15273000,0,15273000
801,SBMT39P,South Brooklyn Marine Terminal 39th Street Pier Rehab,15249000,0,15249000
111,PO163STI1,SUSTAINABLE TECHNOLOGY INITITIATIVE 1,15241000,0,15241000
850,PO79BMAHJ,One Police Plaza,15204000,0,15204000
801,DTBKLYNDV,Downtown Brooklyn Redevelopment,15172000,0,15172000
850,LQD122-CL,"CENTRAL - Fire Alarm, Roof, and Ejector Pumps - Pass-Throug",15150000,0,15150000
71,HR109ASAR,"PURCHASE TRUCKS,VANS,BUSES,& SPECIALTY VEHICLES",15049000,0,15049000
806,MPLP26,Multifamily Preservation Loan Program - MPLP,15040000,0,15040000
841,HBMA24529,WEST 155TH ST PED BRIDGE OVER AMTRAK BIN:2245290,15039000,0,15039000
806,NIHOP25,New Infill Homeownership Opportunities FY25,15012000,0,15012000
826,WM-SCOPE,IFA SCOPE OF WORK FOR WATER MAIN PROJECTS,15000000,0,15000000
826,OB-146,REPLACE MAIN INFLUENT GATES & ACTUATORS AT OAKWOOD BEACH,15000000,0,15000000
826,RO-3,REPLACE MAIN INFLUENT GATES & ACTUATORS AT ROCKAWAY WPCP,15000000,0,15000000
826,NR-124,RECONSTRUCT DIGESTER GAS SYSTEM AT NORTH RIVER WPCP,15000000,0,15000000
826,JOC-11-L,JOB ORDER CONTRACTING WORK CITYWIDE AT VAR. WPCPS,15000000,0,15000000
826,FADLAND17,Upstate Land Acquisition Hard Costs,15000000,0,15000000
826,OCA,"OLD CROTON AQUEDUCT, DESIGN FOR FUTURE USE",15000000,0,15000000
801,HUNTSPTRR,Hunts Point Infrastructure Improvements,15000000,0,15000000
826,HP-245,REPLACE MAIN SEWAGE PUMP CONTROLS AT HUNTS POINT WPCP,15000000,0,15000000
819,ACEHHC402,KINGS COUNTY HOSPITAL CENTER ENERGY UPGRADE,14906000,0,14906000
72,C75MDCHT,MDC Hot Water Risers,14831000,0,14831000
826,CAT-399,CA Hudson River Drainage Chamber,14800000,0,14800000
850,SER002317,SAN & STRM SEWER IN HALPIN AVE,14776000,0,14776000
841,SANDRF10,ROCK-SOCKETED STEEL MOORING PILES,2950000,11801000,14751000
841,TFLUMP,Traffic projects,14721000,0,14721000
806,NIHOP24,New Infill Homeownership Opportunities FY24,14718000,0,14718000
846,P-3LASKE1,Lasker - RC. Pool & Ice Rink M010-516M,14638000,0,14638000
850,MED-607,TRUNK MAIN CONN TO SHAFT 32B IN 2ND AVE. INTER. OF E. 35ST.,14608000,19000,14627000
806,MPLP25,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,14588000,0,14588000
806,NIHOP20,New Infill Homeownership Opportunities FY20,14558000,0,14558000
111,PO163FIN1,NETWORK FIBER,14513000,0,14513000
826,CAT-475,GILBOA HLO,14500000,0,14500000
801,HTPRODUC2,Hunts Point Market,14500000,0,14500000
819,02201623,IMPLEMENTATION OF ENTERPRISE RESOURCE PLANNING (ERP),14466000,0,14466000
806,NIHOP23,New Infill Homeownership Opportunities FY23,14429000,0,14429000
827,S1292016,Equipment Replacement in FY 2016,14344000,0,14344000
806,MPLP24,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,14302000,0,14302000
856,CO-LL5,VARIOUS PUBLIC BUILDINGS - COURTS FIRE/LIFE SAFETY,14286000,0,14286000
850,HR25FACA,FACADE RESTORATION MULTIPLE SITES,14268000,0,14268000
850,LRCA08SCH,"SCHOMBURG - Phase II - Major renovation av,elev. outfittin",14260000,0,14260000
126,PV236SGD3,BBG - Brooklyn Botanic Garden - South Garden Dev. Phase 3,14245000,0,14245000
826,TANK-DES,"RECONS OF SETTLING TANKS, BLDGS, & ROOFS AT RH, OH, NR & P",14200000,0,14200000
850,SE-803,SAN & STRM SEWER IN RAMBLE ROAD B/T ADRIENNE PL & DENT R,14198000,0,14198000
850,CO290BCHJ,BCHJ-Post Construction Work,14195000,0,14195000
827,S136-264B,NEW ROOFING AT GARAGE FACILITIES,14186000,0,14186000
806,NIHOP22,New Infill Homeownership Opportunities FY22,14146000,0,14146000
841,HBCD015B,IN-PROCESS FAB INSPECTION OF STRUCTURAL STEEL IN US/CAN,14146000,0,14146000
826,GKCI04-02,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 2,14108000,0,14108000
826,SAND26W,STORM MITIGATION WORK ATTHE 26TH WARD WPCP,2310000,11790000,14100000
846,P-3HRPP40,Hudson River Park Trust - Pier 40 Repairs,14100000,0,14100000
856,TYP-LL5FA,LL5 - FIRE DETECTION,14080000,0,14080000
850,HWR005B,"TODT HILL ROAD CURVE REHAB,",14063000,0,14063000
850,GQJA03-02,"GI - Cons of ROW Bioswales & Stormwater GS in JAM-003, 3a,06",14034000,0,14034000
806,MPLP23,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,14022000,0,14022000
826,PS-323,"RECONSTRUCT RICHMOND AVENUE PUMPING STATION, STATEN ISLAND",14000000,0,14000000
826,TI-173,RECONS OF SLUDGE HANDLING SYSTEM AT TALLMAN ISLAND WPCP,14000000,0,14000000
850,P-102DELV,Del Valle Square X009-111M,13927000,0,13927000
806,NIHOP21,New Infill Homeownership Opportunities FY21,13869000,0,13869000
856,PW324IMS,INVENTORY MANAGEMENT SYSTEM,13809000,0,13809000
850,GE-357,Emergency Reconstruction of Water Mains,13800000,0,13800000
826,GKCI04-05,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 5,13795000,0,13795000
806,MPLP22,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,13747000,0,13747000
72,C75NSDEQ1,REPLACEMENT OF FOOD SERVICE EQUIPMENT,13631000,0,13631000
801,SANDG3BSH,FEMA 428 Projects - Group 3 - BUSH Terminal,0,13606000,13606000
850,GE-358,Area-wide Contract for Water Mains,13601000,0,13601000
846,P-5CHARLE,Fairview Park -Athletic Facility R153-113M,13581000,0,13581000
801,HLDNRCER,Richmond University Medical Center ER Construction,13580000,0,13580000
826,GKCI04-04,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-004 PH 4,13560000,0,13560000
841,PEDIMPROV,PEDESTRIAN SAFETY IMPROVMENTS,0,13517000,13517000
826,GKCI05-02,GI - DSGN & CONS OF ROW GREEN INFRASTRUCTURE IN CI-005 PH 2,13501000,0,13501000
72,C75-ELEV,ELEVATOR REHAB VARIOUS FACILITIES,13500000,0,13500000
801,SANDG1HP,FEMA 428 G1 - Homeport Pier,0,13489000,13489000
806,MPLP21,MULTIFAMILY PRESERVATION LOAN PROGRAM - MPLP,13477000,0,13477000
850,HWXP2007,E.177TH ST/DEVOE AVE BET. SHERIDAN EXP (I-895) AND E.TRE,13467000,0,13467000
846,P-5BWRECO,STATEN ISLAND BOARDWALK RC,13429000,0,13429000
806,NIHOP17,New Infill Homeownership Opportunities FY17,13425000,0,13425000
57,F109RES16,RESCUE TRUCK - FY16,13375000,0,13375000
850,SE-856,"HLSS, Strm, San & Comb Swrs, & WM Fresh Creek Basin ,Ph",13354000,0,13354000
850,SE-856,"HLSS, Strm, San & Comb Swrs, & WM Fresh Creek Basin ,Ph 3A",13317000,0,13317000
806,SHLARG27,"SMALL HOMES DEVELOPMENT, LARGE SITES FY27",13295000,0,13295000
826,NYR-GI,NEW YORK RISING - GREEN INFRASTRUCTURE,13259000,0,13259000
826,OB-136-L,INSTALLATION OF (2) MAIN TRANSFORMERS @ OAKWOOD BEACH WPCP,13253000,0,13253000
826,NR-120-L,RECONSTRUCT WEST ODOR CONTROL @ NORTH RIVER WWTP,13250000,0,13250000
858,DATACENTR,FISA Alternative Data Center,13207000,0,13207000
826,CONISPH05,"SAN & STRM SWR, WM1, IN CONEY ISL AREA, PH 5",13200000,0,13200000
806,DEMOLISH,DEMOLITION OF CITY & PRIVATE OWNED BLDGS (LUMP SUM),13194000,0,13194000
806,SHLARG18,"SMALL HOMES DEVELOPMENT, LARGE SITES FY18",13143000,0,13143000
826,SE-886,Storm & sanitary sewers in Beach Channel Dr bet Regina Ave,13133000,0,13133000
72,C75RCVER,REPLACEMENT OF HEATING SYSTEM AT RNDC BUILDINGS 1-6,13130000,0,13130000
850,SANDHW15,Reconstruction of Midland Beach - Hurricane Sandy,4122000,8970000,13092000
72,C75RMSRFW,"RMSC Roof Replacement, Exterior Facades, Windows, Court Yar",13090000,0,13090000
111,HB1013VEH,LUMPSUM FOR BRIDGE VEHICLES AND EQUIPMENT,13087000,0,13087000
841,HWX1048,South Bronx Greenway,8059000,5000000,13059000
827,S136-431,QUEENS 1 GARAGE,13037000,0,13037000
72,C75-PLUMB,SEWER PUMPS AND PLUMBING VARIOUS FACILITIES,13010000,0,13010000
826,PS-310,RECONSTRUCTION AT 2ND AVENUE PUMPING STATION,13000000,0,13000000
998,REVSUR95,SURFACE REVOLVING FUND,13000000,0,13000000
856,CO301FA,130 STUYVESANT PL.- FIRE ALARM/SPRINKLER,13000000,0,13000000
826,PS-292,RECONSTRUCTIONOF LINDEN PLACE PUMPING STATION,13000000,0,13000000
856,PW80ELEC,2 LAFAYETTE STREET ELECTRICAL UPGRADE,13000000,0,13000000
826,MOAWTPREH,Non-FAD Equip. Replace. At Non-City Owned WWTP,13000000,0,13000000
856,CO293EV,851 GRAND CONCOURSE - ELEVATORS,13000000,0,13000000
827,S212-409B,Radio System Upgrades,13000000,0,13000000
826,DEP_POD,Performance Optimized Data Center (POD),12982000,0,12982000
850,E14-0008,DCAS - MANHATTAN SUPREME COURT COMP ENERGY UPGRADE,12976000,0,12976000
850,SANDHW24,WHEN AND WHERE HURRICANE SANDY - QUEENS,12904000,0,12904000
806,SHLARG26,"SMALL HOMES DEVELOPMENT, LARGE SITES FY26",12895000,0,12895000
826,CSO-AC-DF,CSO ALLEY CREEK DISINFECTION,12874000,0,12874000
850,SE-797,Storm & San Sewer in Meeker Ave,12845000,0,12845000
850,SEQ002539,Storm and sanitary sewers in 111th Ave,12820000,0,12820000
850,QED-982,NEW TRUNK W/M IN ROCKAWAY BEACH BLVD B/T B 88 ST & B 73 ST,12819000,0,12819000
111,PO163-36,OLWS - PHOTO IMAGING SYSTEM,12803000,0,12803000
850,SEQ200446,STORM SEWERS IN HOOK CREEK BLVD - 253 ST AND 149 RD,12791000,0,12791000
841,C5BARBERI,RECON & DRYDOCKING OF BARBERI & KENNEDY CLASS FERRY BOATS,1260000,11520000,12780000
850,SEQ200519,"BROOKVILLE- EDGEWOOD TRIANGLE, WEST (HWQ-724B PHASE II)",12778000,0,12778000
806,ANCP17,AFFORDABLE NEIGHBORHOOD COOPERATIVE PROGRAM - ANCP,12763000,0,12763000
850,SEN002157,REPLMT OF COMB SEWER IN E. 26 ST B/T 1ST AV & FDR,12726000,14000,12740000
841,GRTSTRTS,Vision Zero - Great Streets,12703000,0,12703000
826,SECB-ALL,"RECONSTRUCTION OF CATCH BASINS, CITYWIDE",12671000,0,12671000
